TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
mo,AircraftAugmentationType,mo:AircraftAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an nc:Aircraft.,,,,,,
scr,AircraftFlightPlanSummaryAssociationType,scr:AircraftFlightPlanSummaryAssociationType,CCC,FALSE,FALSE,FALSE,,,,"A data type for an association between a flight plan summary, an aircraft, and a carrier.",,,,nc,AssociationType,nc:AssociationType
mo,AircraftTargetAssociationType,mo:AircraftTargetAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between an aircraft and a target.,,,,nc,AssociationType,nc:AssociationType
nc,AircraftType,nc:AircraftType,CCC,FALSE,FALSE,FALSE,"plane, airplane, helicopter, jet, drone, glider, unmanned aircraft, UAV",,,A data type for a mode of transportation capable of flying in the air.,,,,nc,ConveyanceType,nc:ConveyanceType
nc,AirportType,nc:AirportType,CCC,FALSE,FALSE,FALSE,,,,A data type for an airport facility.,,,,nc,FacilityType,nc:FacilityType
jp3-52,AirspaceCoordinatingMeasureTypeAndUsageType,jp3-52:AirspaceCoordinatingMeasureTypeAndUsageType,CCC,FALSE,FALSE,FALSE,,,,A data type for a measure(s) employed to facilitate the efficient use of airspace to accomplish missions and simultaneously provide safeguards for friendly forces. Also called ACMs.,,,,,,
jp3-52,AirspaceCoordinatingMeasureTypeCodeSimpleType,jp3-52:AirspaceCoordinatingMeasureTypeCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a designator for a JP3-52 Airspace Coordinating Measure (ACM) Type Code.,jp3-52,AirspaceCoordinatingMeasureTypeCodeType,jp3-52:AirspaceCoordinatingMeasureTypeCodeType,,,
jp3-52,AirspaceCoordinatingMeasureTypeCodeType,jp3-52:AirspaceCoordinatingMeasureTypeCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a designator for a JP3-52 Airspace Coordinating Measure (ACM) Type Code.,,,,,,
jp3-52,AirspaceCoordinatingMeasureUsageCodeSimpleType,jp3-52:AirspaceCoordinatingMeasureUsageCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a designator for a JP3-52 Airspace Coordinating Measure (ACM) Usage Code.,jp3-52,AirspaceCoordinatingMeasureUsageCodeType,jp3-52:AirspaceCoordinatingMeasureUsageCodeType,,,
jp3-52,AirspaceCoordinatingMeasureUsageCodeType,jp3-52:AirspaceCoordinatingMeasureUsageCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a designator for a JP3-52 Airspace Coordinating Measure (ACM) Usage Code.,,,,,,
em,AlarmAudibleDescriptionCodeSimpleType,em:AlarmAudibleDescriptionCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type code indicating whether the alarm is audible or silent,em,AlarmAudibleDescriptionCodeType,em:AlarmAudibleDescriptionCodeType,,,
em,AlarmAudibleDescriptionCodeType,em:AlarmAudibleDescriptionCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type code indicating whether the alarm is audible or silent,,,,,,
em,AlarmConfirmationType,em:AlarmConfirmationType,CCC,FALSE,FALSE,FALSE,,,,A data type for the container for information related to the confirmation of an alarm,,,,,,
apco,AlarmEventCategoryCodeSimpleType,apco:AlarmEventCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for kinds of alarm events.,apco,AlarmEventCategoryCodeType,apco:AlarmEventCategoryCodeType,,,
apco,AlarmEventCategoryCodeType,apco:AlarmEventCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for kinds of alarm events.,,,,,,
apco,AlarmEventLocationCategoryCodeSimpleType,apco:AlarmEventLocationCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the kinds of location at which an alarm event occurs.,apco,AlarmEventLocationCategoryCodeType,apco:AlarmEventLocationCategoryCodeType,,,
apco,AlarmEventLocationCategoryCodeType,apco:AlarmEventLocationCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the kinds of location at which an alarm event occurs.,,,,,,
apco,AlarmEventResponseActionCodeSimpleType,apco:AlarmEventResponseActionCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for actions requested of an alarm event responder.,apco,AlarmEventResponseActionCodeType,apco:AlarmEventResponseActionCodeType,,,
apco,AlarmEventResponseActionCodeType,apco:AlarmEventResponseActionCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for actions requested of an alarm event responder.,,,,,,
em,AlarmEventType,em:AlarmEventType,CCC,FALSE,FALSE,FALSE,,,,A data type for an alarm event,,,,nc,ActivityType,nc:ActivityType
em,AlarmNotificationType,em:AlarmNotificationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an alarm,,,,,,
em,AlarmPermitType,em:AlarmPermitType,CCC,FALSE,FALSE,FALSE,,,,A data type for a permit for the alarm event site,,,,,,
mmucc,AlcoholTestCategoryCodeSimpleType,mmucc:AlcoholTestCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the kind of Alcohol Test Given.,mmucc,AlcoholTestCategoryCodeType,mmucc:AlcoholTestCategoryCodeType,,,
mmucc,AlcoholTestCategoryCodeType,mmucc:AlcoholTestCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the kind of Alcohol Test Given.,,,,,,
mmucc,AlcoholTestResultCodeSimpleType,mmucc:AlcoholTestResultCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a status of BAC Test results.,mmucc,AlcoholTestResultCodeType,mmucc:AlcoholTestResultCodeType,,,
mmucc,AlcoholTestResultCodeType,mmucc:AlcoholTestResultCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a status of BAC Test results.,,,,,,
j,AlcoholTestResultQuantitySimpleType,j:AlcoholTestResultQuantitySimpleType,S,FALSE,FALSE,FALSE,,,2 digits.,A data type for blood alcohol content (BAC) Test Result.,j,AlcoholTestResultQuantityType,j:AlcoholTestResultQuantityType,,,
j,AlcoholTestResultQuantityType,j:AlcoholTestResultQuantityType,CSC,FALSE,FALSE,FALSE,,,2 digits.,A data type for blood alcohol content (BAC) Test Result.,,,,,,
mmucc,AlcoholTestStatusCodeSimpleType,mmucc:AlcoholTestStatusCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for an indication of the presence of alcohol by test.,mmucc,AlcoholTestStatusCodeType,mmucc:AlcoholTestStatusCodeType,,,
mmucc,AlcoholTestStatusCodeType,mmucc:AlcoholTestStatusCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for an indication of the presence of alcohol by test.,,,,,,
j,AlcoholUseAssessmentType,j:AlcoholUseAssessmentType,CCC,FALSE,FALSE,FALSE,,,,A data type for an assessment specific to a subject's alcohol use.,,,,nc,AssessmentType,nc:AssessmentType
edxl-cap,AlertAdapterType,edxl-cap:AlertAdapterType,CCC,FALSE,TRUE,FALSE,,,,A data type for a simple but general format for exchanging effective warning messages based on best practices identified in academic research and real-world experience.,,,,,,
em,AlertAffectedLocationType,em:AlertAffectedLocationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a location affected by an alert,,,,nc,LocationType,nc:LocationType
scr,AlertAugmentationType,scr:AlertAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an alert.,,,,,,
em,AlertCategoryCodeSimpleType,em:AlertCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a code set denoting the type of alert message,em,AlertCategoryCodeType,em:AlertCategoryCodeType,,,
scr,AlertCategoryCodeSimpleType,scr:AlertCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for denoting the type of alert message.,scr,AlertCategoryCodeType,scr:AlertCategoryCodeType,,,
em,AlertCategoryCodeType,em:AlertCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a code set denoting the type of alert message,,,,,,
scr,AlertCategoryCodeType,scr:AlertCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for denoting the type of alert message.,,,,,,
em,AlertEventDetailsCategoryCodeSimpleType,em:AlertEventDetailsCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the category code designated to an alert event,em,AlertEventDetailsCategoryCodeType,em:AlertEventDetailsCategoryCodeType,,,
em,AlertEventDetailsCategoryCodeType,em:AlertEventDetailsCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the category code designated to an alert event,,,,,,
em,AlertEventDetailsCertaintyCodeSimpleType,em:AlertEventDetailsCertaintyCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the certainty code designated to an alert event,em,AlertEventDetailsCertaintyCodeType,em:AlertEventDetailsCertaintyCodeType,,,
em,AlertEventDetailsCertaintyCodeType,em:AlertEventDetailsCertaintyCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the certainty code designated to an alert event,,,,,,
em,AlertEventDetailsResponseRecommendationCodeSimpleType,em:AlertEventDetailsResponseRecommendationCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the response recommendation code designated to an alert event,em,AlertEventDetailsResponseRecommendationCodeType,em:AlertEventDetailsResponseRecommendationCodeType,,,
em,AlertEventDetailsResponseRecommendationCodeType,em:AlertEventDetailsResponseRecommendationCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the response recommendation code designated to an alert event,,,,,,
em,AlertEventDetailsSeverityCodeSimpleType,em:AlertEventDetailsSeverityCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the severity code designated to an alert event,em,AlertEventDetailsSeverityCodeType,em:AlertEventDetailsSeverityCodeType,,,
em,AlertEventDetailsSeverityCodeType,em:AlertEventDetailsSeverityCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the severity code designated to an alert event,,,,,,
em,AlertEventDetailsType,em:AlertEventDetailsType,CCC,FALSE,FALSE,FALSE,,,,A data type for an alert event details,,,,,,
em,AlertEventDetailsUrgencyCodeSimpleType,em:AlertEventDetailsUrgencyCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the urgency code designated to an alert event,em,AlertEventDetailsUrgencyCodeType,em:AlertEventDetailsUrgencyCodeType,,,
em,AlertEventDetailsUrgencyCodeType,em:AlertEventDetailsUrgencyCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the urgency code designated to an alert event,,,,,,
j,AlertNotificationAugmentationType,j:AlertNotificationAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about a Alert.,,,,,,
em,AlertNotificationType,em:AlertNotificationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an alert message,,,,,,
j,AlertNotificationType,j:AlertNotificationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a process or activity of communicating an alert.,,,,em,NotificationType,em:NotificationType
j,AlertSubjectAssociationType,j:AlertSubjectAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between a person or entity associated with an alert.,,,,nc,AssociationType,nc:AssociationType
em,AlertSupplementaryDigitalResourceType,em:AlertSupplementaryDigitalResourceType,CCC,FALSE,FALSE,FALSE,,,,A data type for a digital representation of an object,,,,,,
im,AlienAlertType,im:AlienAlertType,CCC,FALSE,FALSE,FALSE,,,,A data type for the significant information regarding an alien communicated to immigration or enforcement officials notifying them of potential risk or risks.,,,,,,
scr,AlienDeportationEscortReasonType,scr:AlienDeportationEscortReasonType,CCC,FALSE,FALSE,FALSE,,,,A data type for an explanation why a DHS designated person is required to accompany the person during DEPORTATION.,,,,,,
scr,AlienDeportationType,scr:AlienDeportationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an involuntary DEPARTURE of a PERSON based on a judicial decision or inspectors discretion.,,,,,,
scr,AlienDetentionType,scr:AlienDetentionType,CCC,FALSE,FALSE,FALSE,,,,A data type that supplements information for nc:SupervisionType,,,,nc,SupervisionType,nc:SupervisionType
im,AlienEncounterType,im:AlienEncounterType,CCC,FALSE,FALSE,FALSE,,,,A data type for the interface between an alien and a Department of Homeland Security (DHS) Immigration and Customs Enforcement (ICE) official.,,,,nc,PersonEncounterType,nc:PersonEncounterType
scr,AlienEntryStatusType,scr:AlienEntryStatusType,CCC,FALSE,FALSE,FALSE,,,,A data type for an entry status of an alien.,,,,nc,StatusType,nc:StatusType
im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,CCC,FALSE,FALSE,FALSE,,,,A data type for a non-immigrant alien arriving in the United States on a temporary basis as a participant in a program approved by the Department of State.,,,,,,
im,AlienExchangeVisitorRoleType,im:AlienExchangeVisitorRoleType,CCC,FALSE,FALSE,FALSE,,,,A data type for a non-immigrant alien who visits the United States to participate in either an educational or cultural exchange program that is approved by the United States Department of State.,,,,im,NonImmigrantRoleType,im:NonImmigrantRoleType
scr,AlienExchangeVisitorType,scr:AlienExchangeVisitorType,CCC,FALSE,FALSE,FALSE,,,,A data type for an applied augmentation for type im:AlienExchangeVisitorType,,,,,,
im,AlienIDDetailsType,im:AlienIDDetailsType,CCC,FALSE,FALSE,FALSE,,,,A data type for the information further describing the documented identification of an alien.,,,,,,
im,AlienMatchCandidateType,im:AlienMatchCandidateType,CCC,FALSE,FALSE,FALSE,,,,A data type for the resulting list of aliens that match all or part of a search criteria for the purpose of identifying the alien.,,,,,,
im,AlienMiscellaneousNumberIDType,im:AlienMiscellaneousNumberIDType,CCC,FALSE,FALSE,FALSE,,,,A data type for an alternate number assigned to an alien for the purposes of identification.,,,,nc,IdentificationType,nc:IdentificationType
im,AlienRoleType,im:AlienRoleType,CCC,FALSE,FALSE,FALSE,,,,A data type for a foreign born person who is not a citizen of the United States.,,,,im,PersonCountryRoleType,im:PersonCountryRoleType
scr,AlienStatusWhenFoundType,scr:AlienStatusWhenFoundType,CCC,FALSE,FALSE,FALSE,,,,A data type for information on an aliens activity when apprehended during entry into the United States.,,,,,,
im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,CCC,FALSE,FALSE,FALSE,,,,"A data type for the entrance of a non-immigrant alien into full-time in an approved, accredited or certified United States educational or vocational program.",,,,,,
im,AlienStudentAuthorizationToDropBelowFullTimeType,im:AlienStudentAuthorizationToDropBelowFullTimeType,CCC,FALSE,FALSE,FALSE,,,,A data type for the official authorization of a non-immigrant alien to lower his or her course load below that for full-time student status.,,,,im,AuthorizationType,im:AuthorizationType
im,AlienStudentAuthorizationType,im:AlienStudentAuthorizationType,CCC,FALSE,FALSE,FALSE,,,,A data type for the official permission granted to a non-immigrant alien student to perform a task or function.,,,,,,
im,AlienStudentDisciplinaryActionType,im:AlienStudentDisciplinaryActionType,CCC,FALSE,FALSE,FALSE,,,,A data type for the action taken against the non-immigrant alien student as a result of the violation of the rules of the student visa or educational program.,,,,nc,ActivityType,nc:ActivityType
im,AlienStudentEmploymentType,im:AlienStudentEmploymentType,CCC,FALSE,FALSE,FALSE,,,,A data type for the employment information of a non-immigrant alien participating in an authorized student or exchange visitor educational program.,,,,,,
im,AlienStudentProgramExtensionRequestType,im:AlienStudentProgramExtensionRequestType,CCC,FALSE,FALSE,FALSE,,,,A data type for the official request by a non-immigrant alien student or exchange visitor to extend the time limit of the student or exchange visitor visa.,,,,nc,ActivityType,nc:ActivityType
im,AlienStudentRoleType,im:AlienStudentRoleType,CCC,FALSE,FALSE,FALSE,,,,"A data type for a non-immigrant alien enrolled full-time in an approved, accredited or certified United States educational or vocational program",,,,im,NonImmigrantRoleType,im:NonImmigrantRoleType
nc,AmountType,nc:AmountType,CCC,FALSE,FALSE,FALSE,"dollars, cash, currency",,,A data type for an amount of money.,,,,,,
cbrn,AnalysisAlgorithmSettingType,cbrn:AnalysisAlgorithmSettingType,CCC,FALSE,FALSE,FALSE,,,,A data type to describing the parameter names and values for setting an analysis algorithm.,,,,cbrn,RemarksComplexObjectType,cbrn:RemarksComplexObjectType
cbrn,AnalysisAlgorithmVersionType,cbrn:AnalysisAlgorithmVersionType,CCC,FALSE,FALSE,FALSE,,,,A data type for information regarding an analysis algorithm version.,,,,cbrn,RemarksComplexObjectType,cbrn:RemarksComplexObjectType
cbrncl,AnalysisResultStatusCodeSimpleType,cbrncl:AnalysisResultStatusCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for status states of the analysis of a measurement or measurement group.,cbrncl,AnalysisResultStatusCodeType,cbrncl:AnalysisResultStatusCodeType,,,
cbrncl,AnalysisResultStatusCodeType,cbrncl:AnalysisResultStatusCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the status states of the analysis of a measurement or measurement group.,,,,,,
